标题	年份	类型	国家	时长	评分	人数	概括	链接
美国丽人 American Beauty	1999	剧情	美国	122	8.4	129963	　　莱斯特（凯文·史派西 Kevin Spacey 饰）跟许多中年男人一样，遇到了各种各样的人生难题。他在一个广告公司工作，成绩平平，但是妻子却比他混得出色，一派女强人作风。这个平凡的男人还有一个未成年的女儿珍妮（索拉·伯奇 Thora Birch饰）。　　珍妮性格叛逆，被邻居偷拍裸照还觉得很好玩，满不在乎。她有一个要好的同学安吉拉（米娜·苏瓦丽 Mena Suvari 饰），当莱斯特在拉拉队的人群中看到了充满青春活力的安吉拉，一切都改变了。莱斯特陷入了阿安吉拉年轻鲜活的气息当中。他死气沉沉的心境有了燃烧的感觉。而此时，他的妻子，也和另外一个富商有了私情。当莱斯特得到了他心目中的年轻女神，枪声也随之响起……	http://movie.douban.com/subject/1292062/	
变脸 Face/Off	1997	剧情/动作/科幻/惊悚/犯罪	美国	138	8.4	159751	　　凯斯特（尼古拉斯•凯奇 Nicolas Cage 饰）是一个恐怖分子，他本想杀死探员西恩（约翰•特拉沃塔 John Travolta 饰），却误杀了西恩的儿子，西恩更与凯斯特结下不共戴天之仇。在逮捕凯斯特归案之后，他以为可以划上句号，却得知凯斯特已经把一枚毒气炸弹投放在某个人群密集的角落。　　为了查出炸弹地点，西恩决定利用整形手术，将昏迷中的凯斯特的脸换在自己身上，去假扮凯斯特身份套出他弟弟说出真相。这件事属于FBI高度机密，只有寥寥几人知情。　　凯斯特醒来，此时他有着西恩的面相。于是他决定将计就计，将知情人杀掉之后，他就变成了西恩……	http://movie.douban.com/subject/1292659/	
香水 Perfume: The Story of a Murderer	2006	剧情/奇幻	德国 / 法国 / 西班牙 / 美国	147	8.4	195758	　　十八世纪，让-马普蒂斯特•格雷诺耶（本•韦肖 Ben Whishaw 饰）出生在巴黎最肮脏、最恶臭不堪的地方——鱼市场上。格雷诺耶天生对气味有着惊人的天赋：无论恶臭还芳香，他都一一记住，并能轻易分辨各种气味。　　当他在孤儿院长到13岁的时候，被院长卖给了制皮匠。格雷诺耶在制皮铺过着犬马不如的生活。机缘巧合，格雷诺耶在香水巴尔蒂尼面前展露了其过人的天赋，进入了香水铺工作。但格雷诺耶并不仅仅满足于制作出世界上最芳香的香水，他梦想学得如何保存万物气味的方法。巴尔蒂尼告诉格雷诺耶香水的起源地在格拉斯，那里的人知道保存气味的方法。格雷诺耶拿着巴尔蒂尼的推荐信来到了格拉斯。　　格雷诺耶爱上了青春少女的体香，为了把这种香味保存下来，格雷诺耶最终走上了杀手的道路。	http://movie.douban.com/subject/1760622/	
精武门 精武門	1972	剧情/动作/爱情/惊悚	香港		8.4	9560	　　一代武术宗师、精武门创始人霍元甲突然逝世，霍师傅生前最喜爱的五徒弟陈真（李小龙 饰）匆匆赶回奔丧，在师傅的棺椁前，陈真悲痛欲绝，暂时终止了和小师妹（苗可秀 饰）完婚的计划，并且不相信师傅死于胃病和感冒的结论。日本虹口道场馆主铃木宽在霍师傅头七之日，派人送上写有“东亚病夫”的牌匾，并且出言大肆侮辱精武门，被激怒的陈真随后赶到虹口道场，大败众日本武人，并踢碎了租界公园门口“华人与狗不得入内”的招牌。虹口道场马上派人至精武馆报复，陈真为避免连累师门只得暂离精武门。机缘巧合，陈真发现了日本人害死师傅的证据，他怒不可遏，连弊数名凶手，成为日本人的眼中钉，为了保全精武门，陈真选择独立承担，他在租界外国势力的枪口前纵身跃起……	http://movie.douban.com/subject/1294991/	
闪电奇迹 Powder	1995	剧情/科幻/悬疑/惊悚/奇幻	美国	111	8.3	5033	　　Jeremy（又称Powder）的母亲在去医院的路上，不幸被雷电击中。在生下全身无毛像一个白化病人一样的Powder（肖恩·派特里克·弗兰纳里 Sean Patrick Flanery 饰）后她来就去世了。而Powder遭到了父亲的厌恶与抛弃。祖父母抚养了Powder，但是为了保护Powder不受外人的歧视，把他软禁在地下室里十多年之久。期间，Powder从未和外界接触，每天陪伴他的只有各种书籍。这样的平静直到祖父母去世之后终于被打破。警方与社工人员发现了发现了Powder的存在，并把他带回来普通人的世界。来到学校就读的Powder受到了同学们的嘲笑，同时他们又害怕他独特的超能力。面对这样一个陌生的世界，Powder是否可以真正的融入呢？	http://movie.douban.com/subject/1300549/	
倩女幽魂	1987	剧情/爱情/古装	香港	98	8.5	164801	　　书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......	http://movie.douban.com/subject/1297447/	
麻将	1996	剧情/喜剧	台湾	121	8.5	14568	　　富商儿子红鱼（唐从圣饰）从父亲那里学到很多骗人之术，他和纶纶（柯宇纶饰）、牙膏（王启赞饰）、香港（张震饰）组成一个四人小集团，到处敛财骗色。有一次，他们在咖啡店里遇见从法国来台北寻找男友的女孩马特拉（维吉妮亚•雷多尔恩饰），红鱼就此盯上了她，意图欺骗对方。　　但伦伦良心发现，并带马特拉躲到了自己家。之后，红鱼要报复曾与父亲（张国柱饰）有奸情的老女人Angel（吴家丽饰），要香港去勾引她……。　　另一边，一生骗人无数的红鱼父亲却深觉人生空虚，等待他们每个人的将是什么命运？	http://movie.douban.com/subject/1297418/	
恐怖分子 恐怖份子	1986	剧情	台湾	109	8.6	6298	　　老顾（顾宝明 饰）率领警察捣毁一个贼窝，唯一跳窗逃走的女孩淑安腿骨折断，被路过的男孩小强送去医院。　　淑安返家后，被母亲关在家中，无聊时四处打电话恶作剧，其中一个电话打给了一个叫周郁芳（缪骞人 饰）的女人，她假冒是周的丈夫在外面的女友，怀孕了要她出来谈判。周郁芬嫁给李立中（李立群 饰）已经有七年，丈夫是个安分守己的男人，在一家医院工作。结婚后她辞了工作，在家写作。匿名电话深深刺激了周郁芬，她对生活失去信心，而旧情人沈维彬（金士杰 饰）的出现也给了她希望，于是她暂时离开李立中，小说也获了奖。　　分居使得李立中十分苦恼，后来他得知妻子离去只是因为一个电话，急于解释但并不奏效，最后铤而走险……	http://movie.douban.com/subject/1305261/	
大河恋 A River Runs Through It	1992	剧情/家庭	美国	123	8.4	37642	　　两兄弟经常跟父亲一起钓鱼。潺潺河水，静静午后，成了父子间最难忘的时刻。父亲是一个老牧师，常常在镇上布道，大儿子诺曼（克莱格•谢佛 Craig Sheffer 饰）正是继承了父亲的事业——他擅长讲课，大学毕业后回到家乡传道授业。小儿子保罗（布拉德•皮特 Brad Pitt 饰）却有着迥异的性格——他热爱自由，有一套奇特的钓鱼方法。然而，令人担心的是他迷上了赌博，并因此欠钱遭打。　　诺曼结婚后收到一封芝加哥大学的聘用书，他离家前往芝加哥之前，和父亲、弟弟一同在大河边再次享受钓鱼时光。他劝保罗跟他一起离开这里，然而保罗痴迷钓鱼，不愿离去。怎料，这竟是最后的相聚。	http://movie.douban.com/subject/1292718/	
速度与激情5 Fast Five	2011	剧情/动作/惊悚/犯罪	美国	130	8.4	156462	　　蛰伏2年之后，多米尼克（范•迪塞尔 Vin Diesel饰）与布莱恩（保罗•沃克 Paul Walker 饰）再度联手把火车中的神秘豪车盗走，遭到了警察和黑帮分子的火线追杀。布莱恩和米亚（乔丹娜•布鲁斯特 Jordana Brewster 饰）到里约寻找援兵，并与多米会和。为了寻找多米等人的下落，FBI王牌探员卢克（“岩石”道恩•强森 Dwayne Johnson饰）挺身而出，组成精英部队，追查来到里约。他雇佣了丧夫的美丽女警艾莲娜（埃尔莎•帕塔奇 Elsa Pataky 饰），一同寻找多米。与此同时，里约的地头蛇也对这些不速之客开火。三股势力开始相互缠斗。　　期间，因米亚怀孕，布莱恩决定陪她一起逃亡，所以多米只得依靠昔日老友探寻新车的秘密。在罗曼、韩等人的帮助下，多米终于找到了这辆车的秘密——芯片，并由此揭开了其中隐藏的一个不可告人的计划……	http://movie.douban.com/subject/4286017/	
开心家族 헬로우 고스트	2010	剧情/喜剧/家庭	韩国	111	8.5	96729	　　生无可恋的落魄青年尚万（车太贤 饰）屡次自杀未遂，最近一次被抢救醒来后发现自己竟能看见鬼魂。“烟鬼大叔”（高昌锡 饰）、“爱哭大婶”（张英南 饰）、“变态爷爷”和“吃货小鬼”都不请自来赖上了尚万，形影不离的粘在他身边。尚万求死不能、无奈苟活，还因为与鬼魂交流而频遭旁人白眼，烦恼更甚以往。为了请走难缠的四个鬼魂，尚万动身帮助他们完成在人间未了的心愿。在为鬼魂们奔走的过程中，他与善良的护士妍秀（姜艺媛 饰）渐渐靠近，生活也出现了新的转机。　　就在尚万庆幸自己终于能摆脱缠人的鬼魂们时，曾被遗忘的一幕幕过往却突如其来的浮出水面。原来，那些鬼魂一直陪伴在他生命中的每一刻，从未曾离开……	http://movie.douban.com/subject/6019180/	
第八日 Le huitième jour	1996	剧情/喜剧	比利时 / 法国 / 英国	118	8.5	5291	　　神用七天创造了这个世界，第八天神作了什么？神奉献出了乔治　　乔治（Pascal Duquenne 饰）是一名蒙古症患者，住在康复中心，在这里他有美丽的女友，一群相似的朋友，他可以把自己想象成树，想象成蚂蚁，然而还是缺少了点什么，他想妈妈了，于是他站在路边吹声口哨，给了自己一个方向，出发了。　　哈里（Daniel Auteuil 饰）供职于银行，过着不停旋转的职业生活，每天意气风发的装在职业形象的壳子里给员工们培训，然而他快乐么？他回到空无一人的家里，想到前妻将两个孩子带走，他拿起儿子的玩具手枪对镜自杀。　　又一次错过和孩子们的每周见面，哈里在车上心力憔悴，夜色中险些撞倒乔治，心怀愧疚的哈里试图送乔治回家，但是，乔治无法确切说出地址。这时的哈里并不知道，未来和乔治同行的旅程中将会生出美丽的友谊……	http://movie.douban.com/subject/1295507/	
甘地传 Gandhi	1982	剧情/传记/历史	英国 / 印度	191	8.6	15418	　　本片记录了印度圣雄甘地史诗般传奇伟大的一生。1893年，24岁的甘地（本•金斯利 Ben Kingsley 饰）受邀前往南非任律师职，决心在当地带领印度移民开展非暴力不合作的抗议活动，并因此入狱。出狱后甘地回到祖国，在三八朗地区建立了高僧修行所，加入了国大党领导的印度独立运动，宣传非暴力不合作的斗争理念。运动中甘地曾四次入狱；在其不懈努力及国大党的带领下，印度独立终于提上议事日程，甘地也于1931年赴伦敦参加商讨独立的圆桌会议。然而随着独立的临近，印度国内穆斯林与印度教人民之间的宗教矛盾日益突出，甘地的非暴力不合作理念又面临着更为严峻的新挑战……　　本片获1982年奥斯卡最佳影片，最佳导演（理查德•阿滕伯勒Richard Attenborough），最佳男演员（本•金斯利），最佳原创剧本，最佳艺术指导，最佳摄影，最佳服装设计和最佳剪辑共八项大奖，并获奥...	http://movie.douban.com/subject/1292238/	
弗里达 Frida	2002	剧情/爱情/传记	美国 / 墨西哥 / 加拿大	123	8.6	18889	　　弗里达（salma hayek 饰）是墨西哥著名的女画家，18岁之前她是一个快乐活泼的少女，跟其他人一样，享受着爱情的甜蜜。然而18岁的车祸让她遭遇重创，死里逃生的她从此跟病痛伴随一生。原来的小情人也离她而去。躺在病床18个月的她整日与画为伴，她的画充满了不可思议的活力与激情。那时候她也真正开始考虑卖画养活自己，她前去请求画家里维拉指导自己的画，对方激赏她的天分。他们也从师生转变成一生的伴侣，他们结婚了。婚后他们经历了墨西哥最动荡的革命时期，他们狂热地追随着共产主义的脚步，甚至当托洛斯基被斯大林逐出苏联后，他们不畏风险地予以热情接待。弗里达与托洛斯基朦胧的爱恋，以及她的女同性恋情结让她的感情史一样绚烂。　　1954年，弗里达离开了这个充满了病痛的世界，但愿离去是幸。	http://movie.douban.com/subject/1291852/	
